Step,Computo,Comunicacion,N
0,0.00373585,0.00000000,10800
1,2.05708880,0.00000000,10800
2,2.05335294,0.00000000,10800
0,0.01267569,0.00000000,21600
1,1.58841433,0.00000000,21600
2,1.57573863,0.00000000,21600
0,178.19256040,0.00000000,2624400
1,180.99131784,0.00000000,2624400
2,2.79875743,0.00000000,2624400
