Step,Computo,Comunicacion,N
0,0.00310618,0.00000000,10800
1,1.66940755,0.00000000,10800
2,1.66630137,0.00000000,10800
0,0.00685072,0.00000000,21600
1,1.81340797,0.00000000,21600
2,1.80655725,0.00000000,21600
0,86.60634520,0.00000000,2624400
1,88.91444105,0.00000000,2624400
2,2.30809585,0.00000000,2624400
0,0.00577951,0.00000000,10800
1,1.55371105,0.00000000,10800
2,1.54793154,0.00000000,10800
0,0.00763548,0.00000000,21600
1,1.48601756,0.00000000,21600
2,1.47838208,0.00000000,21600
